2024-01-01,FRG-457-LG-3,LG Smart Fridge,Sale,148.0,92.65
2024-01-01,FRG-457-LG-3,LG Smart Fridge,Sale,168.0,87.42
2024-01-01,FRG-457-LG-3,LG Smart Fridge,Sale,238.0,95.47
2024-01-01,FRG-457-LG-3,LG Smart Fridge,Sale,245.0,88.14
2024-01-01,FRG-457-LG-3,LG Smart Fridge,Sale,242.0,93.75
2024-01-02,FRG-457-LG-3,LG Smart Fridge,Sale,130.0,92.57
2024-01-02,FRG-457-LG-3,LG Smart Fridge,Sale,210.0,95.54
2024-01-02,FRG-457-LG-3,LG Smart Fridge,Sale,161.0,98.02
2024-01-02,FRG-457-LG-3,LG Smart Fridge,Sale,245.0,99.88
2024-01-03,FRG-457-LG-3,LG Smart Fridge,Sale,156.0,95.01
2024-01-03,FRG-457-LG-3,LG Smart Fridge,Sale,222.0,96.02
2024-01-03,FRG-457-LG-3,LG Smart Fridge,Sale,243.0,94.97
2024-01-03,FRG-457-LG-3,LG Smart Fridge,Sale,179.0,98.55
2024-01-04,FRG-457-LG-3,LG Smart Fridge,Sale,193.0,88.41
2024-01-04,FRG-457-LG-3,LG Smart Fridge,Sale,188.0,91.2
2024-01-04,FRG-457-LG-3,LG Smart Fridge,Sale,199.0,99.62
2024-01-04,FRG-457-LG-3,LG Smart Fridge,Sale,185.0,94.67
2024-01-05,FRG-457-LG-3,LG Smart Fridge,Sale,170.0,91.64
2024-01-05,FRG-457-LG-3,LG Smart Fridge,Sale,190.0,98.21
2024-01-05,FRG-457-LG-3,LG Smart Fridge,Sale,198.0,90.87
2024-01-05,FRG-457-LG-3,LG Smart Fridge,Sale,172.0,97.2
2024-01-06,FRG-457-LG-3,LG Smart Fridge,Sale,162.0,91.07
2024-01-06,FRG-457-LG-3,LG Smart Fridge,Sale,138.0,92.33
2024-01-06,FRG-457-LG-3,LG Smart Fridge,Sale,160.0,99.63
2024-01-06,FRG-457-LG-3,LG Smart Fridge,Sale,237.0,96.78
2024-01-07,FRG-457-LG-3,LG Smart Fridge,Sale,197.0,90.61
2024-01-07,FRG-457-LG-3,LG Smart Fridge,Sale,169.0,87.39
2024-01-07,FRG-457-LG-3,LG Smart Fridge,Sale,223.0,92.29
2024-01-07,FRG-457-LG-3,LG Smart Fridge,Sale,156.0,98.16
2024-01-08,FRG-457-LG-3,LG Smart Fridge,Sale,234.0,89.49
2024-01-08,FRG-457-LG-3,LG Smart Fridge,Sale,225.0,94.04
2024-01-08,FRG-457-LG-3,LG Smart Fridge,Sale,157.0,88.91
2024-01-08,FRG-457-LG-3,LG Smart Fridge,Sale,138.0,87.5
2024-01-09,FRG-457-LG-3,LG Smart Fridge,Sale,203.0,89.84
2024-01-09,FRG-457-LG-3,LG Smart Fridge,Sale,186.0,94.36
2024-01-09,FRG-457-LG-3,LG Smart Fridge,Sale,146.0,93.33
2024-01-09,FRG-457-LG-3,LG Smart Fridge,Sale,186.0,99.55
2024-01-10,FRG-457-LG-3,LG Smart Fridge,Sale,229.0,98.17
2024-01-10,FRG-457-LG-3,LG Smart Fridge,Sale,218.0,98.22
2024-01-10,FRG-457-LG-3,LG Smart Fridge,Sale,133.0,98.95
2024-01-10,FRG-457-LG-3,LG Smart Fridge,Sale,148.0,94.94
2024-01-10,FRG-457-LG-3,LG Smart Fridge,Sale,201.0,92.7
2024-01-11,FRG-457-LG-3,LG Smart Fridge,Sale,144.0,91.17
2024-01-11,FRG-457-LG-3,LG Smart Fridge,Sale,146.0,97.34
2024-01-11,FRG-457-LG-3,LG Smart Fridge,Sale,167.0,91.87
2024-01-11,FRG-457-LG-3,LG Smart Fridge,Sale,244.0,91.75
2024-01-12,FRG-457-LG-3,LG Smart Fridge,Sale,200.0,92.08
2024-01-12,FRG-457-LG-3,LG Smart Fridge,Sale,153.0,98.33
2024-01-12,FRG-457-LG-3,LG Smart Fridge,Sale,166.0,98.86
2024-01-12,FRG-457-LG-3,LG Smart Fridge,Sale,188.0,92.0
2024-01-13,FRG-457-LG-3,LG Smart Fridge,Sale,127.0,96.16
2024-01-13,FRG-457-LG-3,LG Smart Fridge,Sale,135.0,86.64
2024-01-13,FRG-457-LG-3,LG Smart Fridge,Sale,165.0,99.85
2024-01-13,FRG-457-LG-3,LG Smart Fridge,Sale,216.0,86.69
2024-01-14,FRG-457-LG-3,LG Smart Fridge,Sale,128.0,87.19
2024-01-14,FRG-457-LG-3,LG Smart Fridge,Sale,134.0,93.14
2024-01-14,FRG-457-LG-3,LG Smart Fridge,Sale,204.0,89.3
2024-01-14,FRG-457-LG-3,LG Smart Fridge,Sale,155.0,95.56
2024-01-15,FRG-457-LG-3,LG Smart Fridge,Sale,183.0,86.83
2024-01-15,FRG-457-LG-3,LG Smart Fridge,Sale,131.0,94.09
2024-01-15,FRG-457-LG-3,LG Smart Fridge,Sale,178.0,96.86
2024-01-15,FRG-457-LG-3,LG Smart Fridge,Sale,175.0,98.78
2024-01-16,FRG-457-LG-3,LG Smart Fridge,Sale,189.0,90.72
2024-01-16,FRG-457-LG-3,LG Smart Fridge,Sale,195.0,89.93
2024-01-16,FRG-457-LG-3,LG Smart Fridge,Sale,198.0,94.93
2024-01-16,FRG-457-LG-3,LG Smart Fridge,Sale,246.0,98.78
2024-01-17,FRG-457-LG-3,LG Smart Fridge,Sale,222.0,89.83
2024-01-17,FRG-457-LG-3,LG Smart Fridge,Sale,180.0,92.52
2024-01-17,FRG-457-LG-3,LG Smart Fridge,Sale,230.0,95.28
2024-01-17,FRG-457-LG-3,LG Smart Fridge,Sale,251.0,90.82
2024-01-18,FRG-457-LG-3,LG Smart Fridge,Sale,130.0,87.33
2024-01-18,FRG-457-LG-3,LG Smart Fridge,Sale,245.0,97.25
2024-01-18,FRG-457-LG-3,LG Smart Fridge,Sale,152.0,89.31
2024-01-18,FRG-457-LG-3,LG Smart Fridge,Sale,132.0,90.77
2024-01-19,FRG-457-LG-3,LG Smart Fridge,Sale,247.0,88.45
2024-01-19,FRG-457-LG-3,LG Smart Fridge,Sale,205.0,95.93
2024-01-19,FRG-457-LG-3,LG Smart Fridge,Sale,131.0,94.39
2024-01-19,FRG-457-LG-3,LG Smart Fridge,Sale,221.0,96.62
2024-01-19,FRG-457-LG-3,LG Smart Fridge,Sale,252.0,94.62
2024-01-20,FRG-457-LG-3,LG Smart Fridge,Sale,131.0,86.66
2024-01-20,FRG-457-LG-3,LG Smart Fridge,Sale,174.0,96.43
2024-01-20,FRG-457-LG-3,LG Smart Fridge,Sale,229.0,91.32
2024-01-20,FRG-457-LG-3,LG Smart Fridge,Sale,157.0,98.01
2024-01-21,FRG-457-LG-3,LG Smart Fridge,Sale,160.0,92.84
2024-01-21,FRG-457-LG-3,LG Smart Fridge,Sale,230.0,93.38
2024-01-21,FRG-457-LG-3,LG Smart Fridge,Sale,239.0,86.95
2024-01-21,FRG-457-LG-3,LG Smart Fridge,Sale,194.0,89.92
2024-01-22,FRG-457-LG-3,LG Smart Fridge,Sale,230.0,97.27
2024-01-22,FRG-457-LG-3,LG Smart Fridge,Sale,147.0,97.36
2024-01-22,FRG-457-LG-3,LG Smart Fridge,Sale,246.0,99.41
2024-01-22,FRG-457-LG-3,LG Smart Fridge,Sale,183.0,94.42
